Epochs,Samples Seen,Training Loss,Validation Loss
2,5200,2.240241294182264,2.737348963658015
2,5400,2.243833931805911,2.736591633637746
2,5600,2.2484046984357495,2.741778157075246
2,5800,2.25058869711284,2.7317235945860543
2,6000,2.2529940346231063,2.7404523916244505
2,6200,2.2562396403522262,2.7227085382143654
2,6400,2.2546064923750238,2.746735054095586
2,6600,2.259381530379707,2.7251200670401254
2,6800,2.2627217692706516,2.737869219382604
2,7000,2.2639871588647367,2.732670023838679
2,7200,2.2689706418125164,2.7378291290601093
2,7400,2.2698442239253906,2.7420735199451447
2,7600,2.272062418503981,2.746147868315379
2,7800,2.2739070465052738,2.747866899251938
2,8000,2.2768477281592787,2.7408779067993163
2,8200,2.2787733791368763,2.7453491476376852
2,8400,2.2793507546966985,2.745826348145803
2,8600,2.2816715331895407,2.7468818407853446
2,8800,2.2831086854433473,2.7415452087720236
2,9000,2.2849196045266256,2.7531163680553434
2,9200,2.2853355486302274,2.770464370648066
2,9400,2.2869367139326764,2.7593311350345613
2,9600,2.2883200384800633,2.750464554468791
2,9800,2.2907737453008186,2.753052553574244
2,10000,2.2915457445144654,2.760521412531535
2,10200,2.291430576835193,2.7508098802566527
2,10400,2.2942758420797493,2.7553145264784495
2,10600,2.2945042240226043,2.7598084433873495
2,10800,2.295175867952682,2.752635596672694
2,11000,2.2954501885446636,2.7571512970924377
2,11200,2.298426921165415,2.7422118728955587
2,11400,2.301036667907447,2.7464684689839682
2,11600,2.30358576775111,2.742343305826187
2,11800,2.305120132083105,2.758367517232895
2,12000,2.306894797258079,2.741921602169673
2,12200,2.3072475804510666,2.763825933297475
2,12400,2.308244634143287,2.7579290873209636
2,12600,2.3110307798333585,2.7504104805787404
3,200,1.9322837646305562,2.7791783470312756
3,400,1.8888522017747165,2.8015597774187726
3,600,1.8922775968412557,2.807435955762863
3,800,1.9075842896103858,2.8114400196870166
3,1000,1.925975177049637,2.8119959072271983
3,1200,1.9206035817911227,2.8113441562652586
3,1400,1.9180943462252618,2.8132807716528574
3,1600,1.9118148364126681,2.834247002919515
3,1800,1.9071295428276063,2.82569121615092
3,2000,1.9137350208759307,2.807331065495809
3,2200,1.9168610331957991,2.823709776798884
3,2400,1.9280758335689703,2.8077383485635123
3,2600,1.9327630647329184,2.826759377638499
3,2800,1.9342395897848266,2.828776227871577
3,3000,1.937472806572914,2.8416416885058084
3,3200,1.9426674254518002,2.8074138003985087
3,3400,1.9423156042659984,2.834145161708196
3,3600,1.943891174097856,2.822975406805674
3,3800,1.9496037074452952,2.822379094441732
3,4000,1.9535929307341575,2.8401992558638254
3,4200,1.9590182735522588,2.8470040910243988
3,4400,1.9599649035998365,2.8138673769632976
3,4600,1.9657431436686412,2.839107428987821
3,4800,1.9719171048266193,2.8260700124899545
3,5000,1.9747718989670278,2.839309153954188
3,5200,1.9798395083328852,2.81488215303421
3,5400,1.9820021691532046,2.8297806364695233
3,5600,1.9855924367851445,2.8396173977057138
3,5800,1.9863882398553963,2.8308850479920706
3,6000,1.9895105668057997,2.838188893000285
3,6200,1.9950404087430047,2.8372723935445148
3,6400,1.9973177261883392,2.849827928304672
3,6600,1.9982494437739704,2.8290745737552645
3,6800,2.0013617514731252,2.828507356484731
3,7000,2.006271654818739,2.821902218659719
3,7200,2.006288945335481,2.83259690062205
3,7400,2.0107478763686646,2.8407081595261894
3,7600,2.0129622245540744,2.834267723560333
3,7800,2.0149886272809443,2.8269511659145357
3,8000,2.0167153847366572,2.840390486637751
3,8200,2.0192657996895838,2.843893373966217
3,8400,2.022560549477736,2.8291446568171184
3,8600,2.025373707330504,2.8289485074679055
3,8800,2.0285339402949267,2.8342138418356577
3,9000,2.0328627867499987,2.821489943265915
3,9200,2.0378785573593947,2.814624477704366
3,9400,2.0393540127702217,2.842899744192759
3,9600,2.043016464303558,2.8250816893577575
3,9800,2.0463016946948303,2.8426674795150757
3,10000,2.049053237736225,2.834463915348053
3,10200,2.051369784760709,2.831472108364105
3,10400,2.056404663989177,2.811631388425827
3,10600,2.057369928826701,2.8380084857145946
3,10800,2.058695450430667,2.8398180522123972
3,11000,2.059433106454936,2.835328856388728
3,11200,2.0607870287182077,2.8418636809984843
3,11400,2.0629752525739504,2.9341641580263773
3,11600,2.065602017553716,2.8350527261892955
3,11800,2.0680000419283315,2.832346974611282
3,12000,2.0698770960917074,2.8455552016099293
3,12200,2.0719023787144755,2.835293081442515
3,12400,2.0743852075790206,2.834091914653778
3,12600,2.0767267103753393,2.8437670605977377
4,200,1.6400050075352193,2.844174703359604
4,400,1.702754557952285,2.8667960844039917
4,600,1.6967375434935092,2.8563925716082257
4,800,1.6859522320330143,2.8701581718921663
4,1000,1.6856902330815793,2.867041359901428
4,1200,1.6919829310228427,2.8775983409086865
4,1400,1.7016194501732076,2.8987363661925
4,1600,1.7172154863364995,2.8937175724506377
4,1800,1.74013661492202,2.854142324209213
4,2000,1.7551127576082945,2.873968403339386
4,2200,1.7538934939286925,2.8804025526841484
4,2400,1.7588155292098722,2.8903344999949137
4,2600,1.7580291954829144,2.8898915634155276
4,2800,1.7670204528740474,2.879637631893158
4,3000,1.7672983447909356,2.8898163057963053
4,3200,1.7715351805184036,2.8919014769395193
4,3400,1.773975899245809,2.8956507214705147
4,3600,1.7700766438494127,2.910396190961202
4,3800,1.7785400618926475,2.902210553407669
4,4000,1.7803232681006194,2.9055146206219993
4,4200,1.7796428252401806,2.9087805558045705
4,4400,1.7845417442917824,2.9053080217838287
